id,biomni_accuracy,biomni_completion,biomni_time_seconds,biomni_input_tokens,biomni_output_tokens,stella_accuracy,stella_completion,stella_time_seconds,stella_input_tokens,stella_output_tokens,toolsgenie_accuracy,toolsgenie_completion,toolsgenie_time_seconds,toolsgenie_input_tokens,toolsgenie_output_tokens,toolsgenie_doubao_avg_similarity,toolsgenie_doubao_equivalent,toolsgenie_doubao_completion,toolsgenie_doubao_input_tokens,toolsgenie_doubao_output_tokens,toolsgenie_doubao_duration_seconds,toolsgenie_doubao_exit_code,toolsgenie_doubao_timed_out,toolsgenie_glm_avg_similarity,toolsgenie_glm_equivalent,toolsgenie_glm_completion,toolsgenie_glm_file_count,toolsgenie_glm_success_count,toolsgenie_glm_errors,toolsgenie_glm_input_tokens,toolsgenie_glm_output_tokens,toolsgenie_glm_duration_seconds,toolsgenie_glm_exit_code,toolsgenie_glm_timed_out,difficulty,glm2_agent,glm2_avg_similarity,glm2_equivalent,glm2_completion,glm2_file_count,glm2_success_count,glm2_errors,glm2_input_tokens,glm2_output_tokens,glm2_duration_seconds,glm2_exit_code,glm2_timed_out
b-11-3,0.9633325831716169,1,77.745846,50855.0,3240.0,0.5415770505941846,1,59.452611,46929.0,4902.0,0.8333325831716168,1,60.301659,26290.0,3363.0,0.485,0,1,10574.0,7212.0,240.763449,0,False,0.485,0,1,2,2,,10987,4956,96.905057,0,FALSE,medium,toolsgenie,0.485,0,1,2,2,,10987,4956,96.905057,0,FALSE
b-11-4,0.9276796290783833,1,150.96263,138849.0,8398.0,0.7958758547680685,1,93.681039,235970.0,22673.0,0.958245814380511,1,697.089591,199234.0,27221.0,0.0,0,0,,,3697.335134,124,True,0.7590794081694694,1,1,2,2,,24911,9714,256.923929,0,FALSE,high,toolsgenie,0.7590794081694694,1,1,2,2,,24911,9714,256.923929,0,FALSE
b-11-5,0.3683690818039985,1,150.415633,89588.0,7539.0,0.4567064278467308,1,257.392472,990816.0,68878.0,0.7272772543743491,1,407.956238,135402.0,21457.0,0.5325977537694134,1,0,,,3641.560856,124,True,0.6624563067473231,1,1,4,3,Candidate file not found: None,,,3600.217324,124,TRUE,high,toolsgenie,0.6624563067473231,1,1,4,3,Candidate file not found: None,,,3600.217324,124,TRUE
b-12-1,1.0,1,63.255754,39703.0,2862.0,1.0,1,48.25707,40463.0,3536.0,0.9999999999999971,1,49.960066,23848.0,2648.0,0.9999999999999971,1,1,18823.0,7516.0,206.1418,0,False,1.0,1,1,1,1,,19672,4961,120.944641,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,19672,4961,120.944641,0,FALSE
b-12-2,0.946144126075188,1,180.540785,164374.0,10309.0,0.0,0,106.283533,334058.0,23169.0,0.9572755996786629,1,93.318811,41800.0,4919.0,0.8038868299957392,1,1,34207.0,11568.0,287.233023,0,False,0.8711654864450828,1,1,1,1,,22769,7865,231.222651,0,FALSE,high,toolsgenie,0.8711654864450828,1,1,1,1,,22769,7865,231.222651,0,FALSE
b-12-3,1.0,1,69.458387,46633.0,3103.0,1.0,1,79.29925,96340.0,10573.0,0.9999999999999994,1,96.985046,53455.0,4934.0,1.0,1,1,23912.0,9223.0,293.597521,0,False,1.0,1,1,2,2,,19821,5566,197.829854,0,FALSE,high,toolsgenie,1.0,1,1,2,2,,19821,5566,197.829854,0,FALSE
b-12-4,0.0,1,84.659086,48783.0,3785.0,1.0,1,73.85749,263267.0,10339.0,1.0,1,67.107367,31407.0,3436.0,0.6134836667834297,1,1,39191.0,16563.0,544.555284,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.249311,124,TRUE,high,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.249311,124,TRUE
b-12-5,0.9409830056250535,1,61.846802,36178.0,2921.0,1.0,1,54.043181,123104.0,8173.0,0.9999999999999994,1,79.08097,38630.0,4451.0,0.0,0,0,102876.0,46707.0,1652.412376,0,False,0.0,0,0,1,0,Candidate file not found: None,,,3600.189808,124,TRUE,medium,toolsgenie,0.0,0,0,1,0,Candidate file not found: None,,,3600.189808,124,TRUE
b-2-1,1.0,1,47.637466,30206.0,1919.0,1.0,1,53.438824,107269.0,6309.0,1.0,1,73.662162,43389.0,3843.0,1.0,1,1,20357.0,7170.0,190.75644,0,False,1.0,1,1,1,1,,19561,3943,80.879909,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,19561,3943,80.879909,0,FALSE
b-2-10,0.9381349127934585,1,66.055523,44640.0,2913.0,0.0,0,47.037216,47044.0,4518.0,0.9381349127934585,1,135.313187,27453.0,2812.0,0.9284598789552033,1,1,10640.0,5949.0,139.907197,0,False,0.9381349127934585,1,1,3,3,,22732,6368,109.119559,0,FALSE,medium,toolsgenie,0.9381349127934585,1,1,3,3,,22732,6368,109.119559,0,FALSE
b-2-11,0.9997817327429555,1,73.667778,44549.0,3001.0,0.9691395407732732,1,63.446102,194074.0,12517.0,0.9969695086277564,1,331.464612,80227.0,7752.0,0.9642494935584587,1,1,27194.0,8575.0,215.377649,0,False,0.9998660866347552,1,1,2,2,,49896,9060,192.011265,0,FALSE,medium,toolsgenie,0.9998660866347552,1,1,2,2,,49896,9060,192.011265,0,FALSE
b-2-12,1.0,1,59.442563,34779.0,2286.0,1.0,1,70.65206,347069.0,10214.0,0.9642857142857143,1,154.30965,31631.0,3118.0,0.3214285714285715,0,1,13087.0,7146.0,158.326519,0,False,1.0,1,1,1,1,,43721,7643,226.662058,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,43721,7643,226.662058,0,FALSE
b-2-13,0.4912173420703547,1,83.470818,47739.0,3785.0,1.0,1,105.082167,304435.0,14503.0,0.4912173420703547,1,235.183392,47391.0,5302.0,0.4912173420703547,0,1,27076.0,10724.0,261.621848,0,False,0.4912173420703547,0,1,1,1,,58978,13015,988.247546,0,FALSE,medium,toolsgenie,0.4912173420703547,0,1,1,1,,58978,13015,988.247546,0,FALSE
b-2-14,1.0,1,59.448511,40042.0,2751.0,1.0,1,53.438438,103729.0,7881.0,1.0,1,106.484242,27364.0,2790.0,1.0,1,1,12433.0,5286.0,125.46805,0,False,1.0,1,1,1,1,,22987,6732,119.722543,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,22987,6732,119.722543,0,FALSE
b-2-15,0.9999999897907378,1,66.062578,42667.0,2934.0,1.0,1,100.671179,354531.0,18525.0,1.0,1,186.938848,40296.0,4315.0,1.0,1,1,29026.0,11456.0,285.980111,0,False,1.0,1,1,1,1,,21380,7132,142.745412,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,21380,7132,142.745412,0,FALSE
b-2-2,1.0,1,56.251879,39539.0,2424.0,1.0,1,55.242308,116042.0,6180.0,1.0,1,49.445513,25398.0,2809.0,1.0,1,1,10051.0,5041.0,127.701955,0,False,1.0,1,1,2,2,,25379,5193,90.116566,0,FALSE,low,toolsgenie,1.0,1,1,2,2,,25379,5193,90.116566,0,FALSE
b-2-3,0.999532494707009,1,70.854855,49691.0,3397.0,1.0,1,62.047701,121554.0,8565.0,0.9966701644878792,1,79.868341,40420.0,4436.0,0.996357875764617,1,1,26895.0,11798.0,401.754562,0,False,0.9971529201319094,1,1,2,2,,23646,8937,212.009155,0,FALSE,medium,toolsgenie,0.9971529201319094,1,1,2,2,,23646,8937,212.009155,0,FALSE
b-2-4,1.0,1,44.046714,28071.0,1664.0,1.0,1,55.641544,136588.0,7843.0,1.0,1,57.448773,24432.0,2621.0,0.0,0,1,22085.0,8075.0,202.765747,0,False,1.0,1,1,1,1,,22438,4765,93.884715,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,22438,4765,93.884715,0,FALSE
b-2-5,1.0,1,71.875737,49270.0,3352.0,1.0,1,72.452116,123068.0,6834.0,1.0,1,52.84179,23514.0,2773.0,,0,1,23063.0,8340.0,201.985042,0,False,1.0,1,1,1,1,,28572,5268,110.310266,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,28572,5268,110.310266,0,FALSE
b-2-6,0.9999998985512846,1,53.847404,39507.0,2043.0,0.9999998985512846,1,51.036759,84537.0,6041.0,0.9999998985512846,1,101.093535,27346.0,2426.0,0.9999998985512846,1,1,13527.0,8258.0,196.567428,0,False,0.9999898188708555,1,1,1,1,,44819,9657,159.354432,0,FALSE,low,toolsgenie,0.9999898188708555,1,1,1,1,,44819,9657,159.354432,0,FALSE
b-2-7,1.0,1,56.238531,41051.0,2126.0,1.0,1,50.836302,116375.0,6845.0,1.0,1,61.240558,25878.0,2918.0,1.0,1,1,10212.0,4516.0,116.105529,0,False,1.0,1,1,1,1,,18155,4275,87.300725,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,18155,4275,87.300725,0,FALSE
b-2-8,0.4999875384142726,1,55.236816,37522.0,2227.0,0.0,0,100.897937,492829.0,27626.0,0.4999875384142726,1,95.678742,53932.0,5190.0,0.4999875384142726,0,1,32202.0,10774.0,266.623256,0,False,0.9984619419865108,1,1,2,2,,22994,7086,115.947735,0,FALSE,low,toolsgenie,0.9984619419865108,1,1,2,2,,22994,7086,115.947735,0,FALSE
b-2-9,0.9999999991463917,1,52.645246,29447.0,2226.0,1.0,1,61.046108,126342.0,7410.0,1.0,1,141.09963,24031.0,2828.0,1.0,1,1,17938.0,7434.0,202.355172,0,False,0.9999999991463917,1,1,1,1,,21379,4738,116.348713,0,FALSE,low,toolsgenie,0.9999999991463917,1,1,1,1,,21379,4738,116.348713,0,FALSE
b-3-1,0.96,1,68.464652,37741.0,3086.0,0.95,1,51.239636,42449.0,3856.0,0.95,1,121.087389,28047.0,2986.0,0.91,1,1,48233.0,13997.0,358.301025,0,False,0.95,1,1,1,1,,37372,6338,140.727735,0,FALSE,medium,toolsgenie,0.95,1,1,1,1,,37372,6338,140.727735,0,FALSE
b-3-10,0.93,1,73.659048,51496.0,3324.0,0.0,0,54.045187,72767.0,5404.0,0.9,1,100.473707,24141.0,3192.0,0.9,1,1,19737.0,9236.0,216.99627,0,False,0.94,1,1,1,1,,29062,6128,137.115574,0,FALSE,medium,toolsgenie,0.94,1,1,1,1,,29062,6128,137.115574,0,FALSE
b-3-11,0.92,1,73.259402,35332.0,3181.0,0.0,1,74.455884,102884.0,9600.0,0.93,1,69.054702,24682.0,3010.0,0.7,1,1,26589.0,12619.0,317.08828,0,False,0.93,1,1,1,1,,50859,18661,431.812353,0,FALSE,medium,toolsgenie,0.93,1,1,1,1,,50859,18661,431.812353,0,FALSE
b-3-12,0.72,1,69.049314,34067.0,2746.0,0.82,1,100.690118,2871618.0,97794.0,0.88,1,67.054906,28907.0,3697.0,0.88,1,1,29087.0,13063.0,330.67333,0,False,0.94,1,1,1,1,,47346,7665,175.955633,0,FALSE,medium,toolsgenie,0.94,1,1,1,1,,47346,7665,175.955633,0,FALSE
b-3-13,0.76,1,81.076391,46524.0,4218.0,0.74,1,147.319809,505895.0,44895.0,0.26,1,152.517364,61146.0,6479.0,0.84,1,1,20392.0,10030.0,489.829637,0,False,0.72,1,1,1,1,,48898,12328,238.816281,0,FALSE,medium,toolsgenie,0.72,1,1,1,1,,48898,12328,238.816281,0,FALSE
b-3-14,0.95,1,66.265829,35075.0,2847.0,0.9,1,59.247763,91487.0,5737.0,0.95,1,104.479385,45958.0,5256.0,0.95,1,1,29437.0,8555.0,236.048877,0,False,0.97,1,1,1,1,,48205,10663,277.674744,0,FALSE,medium,toolsgenie,0.97,1,1,1,1,,48205,10663,277.674744,0,FALSE
b-3-15,0.56,1,59.244065,31995.0,2028.0,0.66,1,55.656673,163751.0,8971.0,0.62,1,46.84622,21248.0,2305.0,0.62,1,1,23348.0,9138.0,238.053529,0,False,0.68,1,1,1,1,,24331,6395,142.324878,0,FALSE,low,toolsgenie,0.68,1,1,1,1,,24331,6395,142.324878,0,FALSE
b-3-2,0.97,1,63.862772,32026.0,2795.0,0.96,1,70.255459,175586.0,11049.0,0.96,1,120.484141,23863.0,2539.0,0.96,1,1,10455.0,5502.0,128.098743,0,False,0.97,1,1,1,1,,20317,4428,101.291635,0,FALSE,low,toolsgenie,0.97,1,1,1,1,,20317,4428,101.291635,0,FALSE
b-3-3,0.96,1,58.248315,30743.0,2166.0,0.88,1,56.044265,116891.0,6653.0,0.95,1,80.656349,22018.0,2630.0,0.93,1,1,8971.0,3637.0,95.272914,0,False,0.95,1,1,1,1,,25297,6864,143.730371,0,FALSE,low,toolsgenie,0.95,1,1,1,1,,25297,6864,143.730371,0,FALSE
b-3-4,0.98,1,46.629854,26547.0,1647.0,0.97,1,61.446338,190976.0,9067.0,0.98,1,87.665581,21667.0,2239.0,0.98,1,1,24678.0,9089.0,227.603954,0,False,0.98,1,1,1,1,,22149,5675,123.720256,0,FALSE,low,toolsgenie,0.98,1,1,1,1,,22149,5675,123.720256,0,FALSE
b-3-5,0.99,1,62.647192,34400.0,2532.0,0.98,1,54.443631,115062.0,6027.0,0.97,1,60.448589,11038.0,1378.0,0.93,1,1,43722.0,14149.0,342.906838,0,False,0.99,1,1,1,1,,40155,4707,125.93817,0,FALSE,medium,toolsgenie,0.99,1,1,1,1,,40155,4707,125.93817,0,FALSE
b-3-6,0.974990794365985,1,82.655551,67249.0,3907.0,0.9650000000000001,1,62.252857,180163.0,11051.0,0.9649999999999999,1,66.653879,26040.0,3487.0,0.9699999999999999,1,1,27379.0,12125.0,396.391113,0,False,0.98,1,1,2,2,,43677,9910,202.181766,0,FALSE,medium,toolsgenie,0.98,1,1,2,2,,43677,9910,202.181766,0,FALSE
b-3-7,0.93,1,58.652858,53979.0,2386.0,0.0,0,100.28402,363587.0,22216.0,0.94,1,57.246963,27609.0,2760.0,0.9,1,1,26182.0,9128.0,231.448605,0,False,0.93,1,1,1,1,,46450,8556,205.985703,0,FALSE,low,toolsgenie,0.93,1,1,1,1,,46450,8556,205.985703,0,FALSE
b-3-8,0.88,1,67.257871,34009.0,2962.0,0.72,1,66.45757,183046.0,10299.0,0.84,1,140.700832,23274.0,3281.0,0.84,1,1,23007.0,8757.0,211.344606,0,False,0.88,1,1,1,1,,37287,8433,185.367291,0,FALSE,medium,toolsgenie,0.88,1,1,1,1,,37287,8433,185.367291,0,FALSE
b-3-9,0.72,1,183.607587,113710.0,10705.0,0.68,1,101.880726,557691.0,24723.0,0.42,1,351.488716,122302.0,18137.0,0.0,0,0,,,3600.183796,124,True,0.95,1,1,1,1,,83401,21800,1208.040553,0,FALSE,medium,toolsgenie,0.95,1,1,1,1,,83401,21800,1208.040553,0,FALSE
b-4-1,0.9949999999999931,1,184.247244,282672.0,11698.0,0.992324092612411,1,88.667814,252661.0,12964.0,0.9873871568282545,1,97.472944,48549.0,5368.0,0.9949999999999933,1,1,25411.0,11027.0,342.79587,0,False,0.9949999999999931,1,1,1,1,,38136,7447,155.40828,0,FALSE,medium,toolsgenie,0.9949999999999931,1,1,1,1,,38136,7447,155.40828,0,FALSE
b-4-10,0.999853890771961,1,52.04493,30588.0,1911.0,0.999853890771961,1,56.442185,102877.0,7736.0,0.9998538907719611,1,73.656092,33267.0,4132.0,0.9998617690737329,1,1,9061.0,4994.0,116.524541,0,False,0.9998538907719611,1,1,1,1,,25074,4207,90.106474,0,FALSE,low,toolsgenie,0.9998538907719611,1,1,1,1,,25074,4207,90.106474,0,FALSE
b-4-11,0.9737342357862021,1,91.666051,54288.0,4080.0,0.9747089947072273,1,49.843425,48439.0,5396.0,0.9830471439178421,1,62.846299,25181.0,3393.0,0.8408420155683963,1,1,10432.0,5639.0,147.128866,0,False,0.8508420192911023,1,1,3,3,,25508,9981,177.165182,0,FALSE,medium,toolsgenie,0.8508420192911023,1,1,3,3,,25508,9981,177.165182,0,FALSE
b-4-12,1.0,1,68.86706,42492.0,3419.0,0.6786464725400108,1,61.443168,176634.0,11395.0,0.75,1,74.252041,32579.0,4561.0,0.75,1,1,31761.0,12652.0,295.521541,0,False,0.1661628489481247,0,1,1,1,,32208,7800,260.303771,0,FALSE,medium,toolsgenie,0.1661628489481247,0,1,1,1,,32208,7800,260.303771,0,FALSE
b-4-13,1.0,1,69.523916,41886.0,2806.0,0.7642977396044842,1,64.8554,148885.0,10483.0,1.0,1,71.251481,28468.0,3739.0,0.7642977396044842,1,1,49984.0,15137.0,819.918828,0,False,0.7642977396044842,1,1,1,1,,22583,6780,134.522722,0,FALSE,high,toolsgenie,0.7642977396044842,1,1,1,1,,22583,6780,134.522722,0,FALSE
b-4-14,0.9906946688332352,1,56.880827,33049.0,2518.0,0.9906988518111874,1,72.66013,288973.0,16647.0,0.9999769482540548,1,62.055096,23565.0,2922.0,0.9906988518111874,1,1,35537.0,14708.0,364.911606,0,False,0.9427443113156724,1,1,1,1,,19742,4469,101.71094,0,FALSE,low,toolsgenie,0.9427443113156724,1,1,1,1,,19742,4469,101.71094,0,FALSE
b-4-15,0.4999976602172987,1,48.043339,31932.0,1544.0,0.4999976602172987,1,58.244714,146011.0,9113.0,0.4999976602172987,1,65.250705,26812.0,3116.0,0.4999976602172987,0,1,32575.0,13124.0,324.487575,0,False,0.9999976602172986,1,1,1,1,,19168,6025,113.544033,0,FALSE,low,toolsgenie,0.9999976602172986,1,1,1,1,,19168,6025,113.544033,0,FALSE
b-4-2,0.9,1,100.227005,60839.0,5391.0,0.94,1,105.279538,265139.0,19615.0,0.9,1,97.679931,43971.0,5344.0,0.88,1,1,49122.0,17167.0,562.77279,0,False,0.91,1,1,1,1,,51734,9915,343.572286,0,FALSE,medium,toolsgenie,0.91,1,1,1,1,,51734,9915,343.572286,0,FALSE
b-4-3,0.9999995411838246,1,63.85455,66726.0,2999.0,1.0,1,56.64444,126294.0,7945.0,1.0,1,66.845187,26946.0,3604.0,0.9972387172647666,1,1,18749.0,7967.0,197.784308,0,False,1.0,1,1,1,1,,25164,6672,130.918005,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,25164,6672,130.918005,0,FALSE
b-4-4,1.0,1,49.64726,25141.0,1798.0,0.9999999999999998,1,95.072499,245019.0,20842.0,0.25,1,69.454685,27974.0,3600.0,1.0,1,1,29039.0,11819.0,298.466651,0,False,0.9986533682070506,1,1,1,1,,20469,6259,144.922754,0,FALSE,low,toolsgenie,0.9986533682070506,1,1,1,1,,20469,6259,144.922754,0,FALSE
b-4-5,1.0,1,74.873362,49736.0,3047.0,1.0,1,74.472723,266705.0,13233.0,1.0,1,88.469193,34523.0,4361.0,0.9166666666666667,1,1,56684.0,19383.0,469.501302,0,False,0.5,1,1,2,2,,21472,6527,129.203306,0,FALSE,medium,toolsgenie,0.5,1,1,2,2,,21472,6527,129.203306,0,FALSE
b-4-6,0.6666666666666635,1,67.461364,42971.0,2878.0,0.9999999999999968,1,51.440711,72121.0,4862.0,0.9999999999999952,1,61.250725,25248.0,3187.0,0.9999999999999966,1,1,33391.0,14082.0,339.714396,0,False,0.9999999689476644,1,1,1,1,,30178,12837,250.293988,0,FALSE,medium,toolsgenie,0.9999999689476644,1,1,1,1,,30178,12837,250.293988,0,FALSE
b-4-7,0.9994145843978433,1,62.245636,36211.0,2916.0,0.0,0,151.731402,549876.0,30690.0,0.9994145843978436,1,68.256961,25978.0,3403.0,0.6572135153752913,1,1,19712.0,9389.0,219.390732,0,False,0.9826620560899716,1,1,1,1,,15591,3301,92.094167,0,FALSE,low,toolsgenie,0.9826620560899716,1,1,1,1,,15591,3301,92.094167,0,FALSE
b-4-8,0.9049236848570171,1,83.864992,41355.0,3275.0,0.9999905132940339,1,102.674929,437933.0,28031.0,0.6666666666666666,1,110.28765,39843.0,6530.0,0.0,0,0,,,3600.319527,124,True,0.6666666666666666,1,1,1,1,,21218,7046,124.951772,0,FALSE,medium,toolsgenie,0.6666666666666666,1,1,1,1,,21218,7046,124.951772,0,FALSE
b-4-9,1.0,1,64.640158,33254.0,2723.0,0.6898899713700297,1,54.443118,184791.0,9694.0,1.0,1,53.64612,24347.0,2834.0,0.75,1,1,29004.0,9863.0,241.244528,0,False,0.5,1,1,1,1,,19009,4896,121.333423,0,FALSE,medium,toolsgenie,0.5,1,1,1,1,,19009,4896,121.333423,0,FALSE
b-5-1,0.96,1,62.639365,34478.0,2316.0,0.0,0,51.640156,74087.0,3910.0,0.78,1,58.046249,28429.0,2581.0,0.52,1,1,18661.0,7215.0,181.370763,0,False,0.86,1,1,1,1,,34383,6269,155.768543,0,FALSE,low,toolsgenie,0.86,1,1,1,1,,34383,6269,155.768543,0,FALSE
b-5-10,0.8232229610065773,1,129.740836,113259.0,7202.0,0.992637306604451,1,138.306202,571021.0,29498.0,0.8050870924587398,1,86.875954,45146.0,5455.0,0.7464874807354503,1,1,82358.0,26226.0,660.832345,0,False,0.0,0,1,1,1,,32995,9592,498.669846,0,FALSE,high,toolsgenie,0.0,0,1,1,1,,32995,9592,498.669846,0,FALSE
b-5-2,0.9996742611617517,1,61.041621,40658.0,2502.0,0.999674261161752,1,63.847081,124634.0,8434.0,0.1813542157588775,1,36.282821,12576.0,1719.0,0.991486896965952,1,1,24686.0,10514.0,269.464952,0,False,1.0,1,1,1,1,,20735,6014,183.006214,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,20735,6014,183.006214,0,FALSE
b-5-3,1.0,1,144.086736,230914.0,8140.0,1.0,1,53.45914,108032.0,5701.0,1.0,1,118.606129,54218.0,5741.0,1.0,1,1,19290.0,7922.0,201.369357,0,False,1.0,1,1,1,1,,20195,5704,140.930696,0,FALSE,medium,toolsgenie,1.0,1,1,1,1,,20195,5704,140.930696,0,FALSE
b-5-4,0.95,1,104.464898,58292.0,5427.0,0.0,0,49.241766,42854.0,4202.0,0.95,1,62.071717,23763.0,3347.0,0.9393067098809289,1,1,21136.0,10270.0,756.816391,0,False,0.9450000000000001,1,1,2,2,,35316,8984,184.853606,0,FALSE,medium,toolsgenie,0.9450000000000001,1,1,2,2,,35316,8984,184.853606,0,FALSE
b-5-5,0.6354760263596593,1,70.294933,39356.0,2810.0,0.6954760263596593,1,51.837911,42569.0,4061.0,0.8184882372704094,1,145.77255,73738.0,6954.0,0.49,0,1,20829.0,8542.0,216.994336,0,False,0.6281368582798489,1,1,3,3,,70678,12279,244.901394,0,FALSE,medium,toolsgenie,0.6281368582798489,1,1,3,3,,70678,12279,244.901394,0,FALSE
b-5-6,0.9459716322746184,1,68.440315,42428.0,3171.0,0.9899999999999998,1,64.44637,178764.0,10293.0,0.9712979792166235,1,115.079824,70256.0,5655.0,0.4563718425393584,0,0,26710.0,10816.0,266.190499,0,False,0.9456125145582851,1,1,2,2,,22496,5513,140.973634,0,FALSE,medium,toolsgenie,0.9456125145582851,1,1,2,2,,22496,5513,140.973634,0,FALSE
b-5-7,0.9772222222222221,1,86.550914,60846.0,4540.0,0.9775832002340717,1,55.24731,169385.0,11896.0,0.9240235128167257,1,128.794487,78068.0,7466.0,0.102545758568588,0,0,21685.0,8712.0,1405.242221,0,False,0.3033340388818206,0,1,2,2,,54268,8365,310.745399,0,FALSE,medium,toolsgenie,0.3033340388818206,0,1,2,2,,54268,8365,310.745399,0,FALSE
b-5-8,0.9999483732813077,1,47.28844,28982.0,1725.0,0.9999483732813077,1,51.035919,86405.0,7465.0,0.9999483732813077,1,42.431964,21049.0,2200.0,1.0,1,1,12367.0,6132.0,158.943117,0,False,1.0,1,1,1,1,,28440,5697,131.711887,0,FALSE,low,toolsgenie,1.0,1,1,1,1,,28440,5697,131.711887,0,FALSE
b-5-9,0.9865692100746588,1,89.693298,46825.0,3633.0,0.9920564289084248,1,54.441958,71027.0,5780.0,0.4920564289084248,1,106.767017,43806.0,5287.0,0.2644289828487626,0,0,20492.0,8225.0,236.604046,0,False,0.8888137175398634,1,1,1,1,,37279,10325,364.955002,0,FALSE,medium,toolsgenie,0.8888137175398634,1,1,1,1,,37279,10325,364.955002,0,FALSE
b-6-1,0.9999992493399843,1,60.238018,37610.0,2291.0,0.9999992493399843,1,56.65201,68689.0,6730.0,0.9999992493399843,1,48.530135,22726.0,2553.0,0.9999992493399843,1,1,30985.0,9279.0,239.785798,0,False,0.9999990926983535,1,1,1,1,,21702,5060,134.313146,0,FALSE,low,toolsgenie,0.9999990926983535,1,1,1,1,,21702,5060,134.313146,0,FALSE
b-6-10,0.0,1,63.510878,42446.0,2416.0,0.9999999999999989,1,56.240623,164076.0,9494.0,0.0,1,63.695929,30661.0,3270.0,0.9999999999999989,1,1,30551.0,11674.0,342.996683,0,False,0.9999999999999467,1,1,3,3,,30000,5057,124.00802,0,FALSE,medium,toolsgenie,0.9999999999999467,1,1,3,3,,30000,5057,124.00802,0,FALSE
b-6-2,0.96,1,70.163144,36963.0,2960.0,0.68,1,55.841139,124421.0,8034.0,0.62,1,82.077135,31597.0,4981.0,0.62,1,1,23918.0,10075.0,246.372903,0,False,0.7,1,1,1,1,,62691,15867,350.547079,0,FALSE,low,toolsgenie,0.7,1,1,1,1,,62691,15867,350.547079,0,FALSE
b-6-3,0.9934331563072769,1,88.479367,58214.0,3789.0,0.9934331563072769,1,52.039316,51396.0,4282.0,0.9934331563072751,1,70.462913,28378.0,4187.0,0.9934331563072751,1,1,29923.0,9032.0,228.758302,0,False,0.9934841054350269,1,1,2,2,,24403,7154,309.874224,0,FALSE,medium,toolsgenie,0.9934841054350269,1,1,2,2,,24403,7154,309.874224,0,FALSE
b-6-4,1.0,1,121.280775,92040.0,5571.0,1.0,1,53.847309,82788.0,6470.0,1.0,1,88.889161,29602.0,4459.0,1.0,1,1,20047.0,8610.0,269.398416,0,False,0.5446159016116869,1,1,10,10,,45312,15799,3401.709708,0,FALSE,medium,toolsgenie,0.5446159016116869,1,1,10,10,,45312,15799,3401.709708,0,FALSE
b-6-5,0.82,1,85.856707,67810.0,3357.0,0.56,1,147.523038,3729511.0,174632.0,0.62,1,67.779296,26908.0,3353.0,0.86,1,1,20411.0,8497.0,294.479551,0,False,0.91,1,1,1,1,,26863,5891,172.16474,0,FALSE,medium,toolsgenie,0.91,1,1,1,1,,26863,5891,172.16474,0,FALSE
b-6-6,0.0,1,89.059001,46721.0,2702.0,0.0,0,194.955998,858738.0,30086.0,0.78,1,136.811345,57179.0,6560.0,0.72,1,1,66131.0,24235.0,1114.457127,0,False,0.86,1,1,1,1,,47560,8877,246.421083,0,FALSE,medium,toolsgenie,0.86,1,1,1,1,,47560,8877,246.421083,0,FALSE
b-6-7,0.597698116756726,1,87.26582,57948.0,3852.0,0.5,1,78.659164,304488.0,17840.0,0.5269821059477372,1,251.930807,119519.0,12753.0,0.5269821069009573,1,1,359651.0,102753.0,3197.555447,0,False,0.5270115217191049,1,1,2,2,,39268,10382,282.823445,0,FALSE,medium,toolsgenie,0.5270115217191049,1,1,2,2,,39268,10382,282.823445,0,FALSE
b-6-8,0.9782506984872695,1,148.491203,107529.0,3965.0,0.8507698767076425,1,71.256913,117902.0,8262.0,0.9763465291955304,1,281.424008,147568.0,13302.0,0.9393802342121278,1,1,41666.0,8672.0,243.814914,0,False,0.9752110569710826,1,1,1,1,,32688,6715,170.578579,0,FALSE,high,toolsgenie,0.9752110569710826,1,1,1,1,,32688,6715,170.578579,0,FALSE
b-6-9,0.999,1,74.665664,46057.0,3320.0,0.0,0,87.067095,246851.0,15143.0,1.0,1,80.855038,33725.0,5066.0,0.08,0,1,22845.0,9144.0,226.736149,0,False,0.18,0,1,1,1,,23067,5906,205.718638,0,FALSE,medium,toolsgenie,0.18,0,1,1,1,,23067,5906,205.718638,0,FALSE
b-7-1,0.722422923878445,1,74.261144,61336.0,3048.0,0.6155708243761369,1,70.854819,235019.0,19700.0,0.6048487457034876,1,62.244863,27863.0,3163.0,0.5254714500667302,1,1,27824.0,12200.0,1225.673438,0,False,0.7388478642076834,1,1,2,2,,26497,6883,226.715182,0,FALSE,medium,toolsgenie,0.7388478642076834,1,1,2,2,,26497,6883,226.715182,0,FALSE
